"state","city","make","ttl"
WA,Liberty Lake,TESLA,65
WA,Lilliwaup,TESLA,4
WA,Lincoln,BMW,1
WA,Lind,TESLA,2
WA,Long Beach,TESLA,6
WA,Longbranch,TESLA,5
WA,Longview,TESLA,62
WA,Loon Lake,CHEVROLET,3
WA,Lopez Is,NISSAN,1
WA,Lopez Island,NISSAN,28
WA,Lummi Island,TESLA,6
WA,Lyle,HYUNDAI,3
WA,Lyman,CHEVROLET,1
WA,Lynden,TESLA,73
WA,Lynnwood,TESLA,1234
WA,Mabton,TESLA,3
WA,Malaga,NISSAN,5
WA,Malden,MITSUBISHI,1
WA,Malott,FORD,1
WA,Mansfield,CHEVROLET,1
WA,Manson,TESLA,26
WA,Maple Falls,TESLA,8
WA,Maple Valley,TESLA,534
WA,Marblemount,TOYOTA,1
WA,Marlin,TESLA,2
WA,Martha Lake,TESLA,1
WA,Maryhill,TOYOTA,1
WA,Marysville,TESLA,540
WA,Mattawa,TESLA,9
WA,Mazama,TESLA,3
WA,McChord AFB,HYUNDAI,1
WA,McCleary,CHEVROLET,1
WA,Mccleary,TESLA,12
WA,Mead,TESLA,23
WA,Medical Lake,TESLA,15
WA,Medina,TESLA,89
WA,Menlo,TOYOTA,2
WA,Mercer Island,TESLA,612
WA,Mesa,FORD,2
WA,Metaline,HYUNDAI,1
WA,Methow,CADILLAC,1
WA,Mica,TESLA,3
WA,Mill Creek,TESLA,272
WA,Milton,TESLA,39
WA,Mineral,CHEVROLET,2
WA,Moclips,BMW,2
WA,Monitor,RIVIAN,1
WA,Monroe,TESLA,268
WA,Montesano,TESLA,15
WA,Morton,TESLA,5
WA,Moses Lake,TESLA,84
WA,Mossyrock,TESLA,5
WA,Mount Vernon,TESLA,172
WA,Mountlake Terrace,TESLA,108
WA,Moxee,TESLA,10
WA,Mukilteo,TESLA,295
WA,Murdock,FORD,1
WA,Naches,TESLA,9
WA,Nahcotta,CHEVROLET,1
WA,Napavine,CHEVROLET,2
WA,Naselle,TESLA,4
WA,Neah Bay,FORD,2
WA,Nespelem,NISSAN,1
WA,Newcastle,TESLA,385
WA,Newman Lake,TESLA,9
WA,Newport,TESLA,12
WA,Nine Mile Falls,TESLA,25
WA,Nooksack,TESLA,4
WA,Nordland,NISSAN,9
WA,Normandy Park,TESLA,44
WA,North Bend,TESLA,247
WA,North Bonneville,TESLA,3
WA,North Cove,TESLA,4
WA,Northport,HYUNDAI,1
WA,Northwestern Lake,HONDA,1
WA,Oak Harbor,TESLA,116
WA,Oakesdale,JEEP,1
WA,Oakville,TESLA,5
WA,Ocean Park,NISSAN,4
WA,Ocean Shores,TESLA,28
WA,Odessa,JEEP,2
WA,Okanogan,CHEVROLET,1
WA,Olalla,TESLA,24
WA,Olga,NISSAN,12
WA,Olympia,TESLA,642
WA,Omak,CHRYSLER,3
WA,Onalaska,NISSAN,6
WA,Orcas,CHEVROLET,1
WA,Orcas Is,NISSAN,2
WA,Orient,TESLA,1
WA,Orondo,TESLA,13
WA,Oroville,TESLA,5
WA,Orting,TESLA,42
WA,Othello,TESLA,24
WA,Otis Orchards,TESLA,9
WA,Outlook,TESLA,5
WA,Oysterville,FORD,2
WA,Pacific,TESLA,22
WA,Pacific Beach,HYUNDAI,3
WA,Packwood,TESLA,10
WA,Palisades,NISSAN,2
WA,Palouse,CHEVROLET,4
WA,Parkland,TESLA,24
WA,Pasc,TESLA,1
WA,Pasco,TESLA,203
WA,Pateros,TESLA,3
WA,Paterson,FORD,1
WA,Pe Ell,TESLA,2
WA,Peshastin,TESLA,8
WA,Plymouth,CHEVROLET,1
WA,Point Roberts,TESLA,12
WA,Pomeroy,FORD,2
WA,Port Angeles,NISSAN,63
WA,Port Gamble,CHEVROLET,1
WA,Port Hadlock,CHEVROLET,8
WA,Port Ludlow,TESLA,33
WA,Port Orchard,TESLA,256
WA,Port Townsend,NISSAN,111
WA,Poulsbo,TESLA,130
WA,Pouslbo,TESLA,3
WA,Prescott,NISSAN,1
WA,Preston,TESLA,9
WA,Pros,TESLA,1
WA,Prosser,TESLA,20
WA,Pullman,TESLA,81
WA,Puyallup,TESLA,351
WA,Quilcene,NISSAN,6
WA,Quinault,CHEVROLET,1
WA,Quincy,TESLA,37
WA,Rainier,TESLA,11
WA,Randle,TESLA,2
WA,Ravensdale,TESLA,29
WA,Raymond,NISSAN,5
WA,Reardan,CHRYSLER,2
WA,Redmond,TESLA,1620
WA,Renton,TESLA,1049
WA,Republic,TESLA,4
WA,Rice,TESLA,3
WA,Rich,TESLA,1
WA,Richland,TESLA,225
WA,Ridgefield,TESLA,278
WA,Ritzville,TESLA,5
WA,Riverside,TESLA,2
WA,Rochester,TESLA,16
WA,Rock Island,TESLA,4
WA,Rockford,TESLA,2
WA,Rockport,CHEVROLET,1
WA,Ronald,TESLA,12
WA,Roosevelt,LINCOLN,1
WA,Rosalia,TESLA,4
WA,Rosburg,CHEVROLET,1
WA,Roslyn,TESLA,6
WA,Roy,TESLA,33
WA,Royal City,FORD,5
WA,Ruston,TESLA,9
WA,Ryderwood,CHEVROLET,1
WA,Salkum,TESLA,3
WA,Sammamish,TESLA,2247
WA,San Juan Is,TESLA,1
WA,Seabeck,TESLA,22
WA,Seatac,TESLA,208
WA,Seattle,NISSAN,2798
WA,Seaview,TESLA,2
WA,Sedro Woolley,TESLA,11
WA,Sedro-Woolley,TESLA,37
WA,Sekiu,AUDI,1
WA,Selah,TESLA,27
WA,Sequim,TESLA,85
WA,Seven Bays,FORD,1
WA,Shaw Island,TESLA,3
WA,Shelton,TESLA,81
WA,Shoreline,TESLA,387
WA,Silver Creek,TESLA,4
WA,Silver Lake,POLESTAR,1
WA,Silverdale,TESLA,92
WA,Silverlake,TESLA,6
WA,Skamokawa,TESLA,3
WA,Skykomish,ACURA,1
WA,Smith Creek,FORD,1
WA,Snohomish,TESLA,428
WA,Snoqualmie,TESLA,359
WA,Snoqualmie Pass,TESLA,10
WA,Snowden,TOYOTA,5
WA,Soap Lake,TESLA,5
WA,South Bend,TESLA,2
WA,South Cle Elum,CHEVROLET,1
WA,South Hill,TESLA,158
WA,South Prairie,BMW,1
WA,Spanaway,TESLA,113
WA,Spangle,TESLA,3
WA,Spokane,TESLA,729
WA,Spokane Valley,TESLA,171
WA,Sprague,CHEVROLET,2
WA,Springdale,CHEVROLET,1
WA,St John,TESLA,1
WA,Stanwood,TESLA,114
WA,Startup,TESLA,1
WA,Steilacoom,TESLA,42
WA,Stevenson,TESLA,13
WA,Stratford,LUCID,1
WA,Sultan,TESLA,67
WA,Sumas,CHRYSLER,2
WA,Sumner,TESLA,33
WA,Sunnyside,TESLA,21
WA,Suquamish,NISSAN,11
WA,Surfside,TESLA,5
WA,Tacoma,TESLA,773
WA,Taholah,CHRYSLER,2
WA,Tahuya,FORD,6
WA,Tekoa,TESLA,2
WA,Tenino,TESLA,15
WA,Thorp,TESLA,2
WA,Tieton,TESLA,6
WA,Tokeland,JEEP,1
WA,Toledo,TESLA,7
WA,Tonasket,TOYOTA,4
WA,Toppenish,TESLA,9
WA,Touchet,TESLA,5
WA,Toutle,TESLA,2
WA,Trout Lake,TESLA,10
WA,Tukwila,TESLA,172
WA,Tulalip,AUDI,1
WA,Tumtum,FORD,1
WA,Tumwater,TESLA,128
WA,Twisp,TESLA,14
WA,Underwood,TESLA,8
WA,Union,TESLA,13
WA,Union Gap,TESLA,5
WA,Uniontown,JEEP,2
WA,University Place,TESLA,186
WA,Usk,FORD,1
WA,Vader,CHEVROLET,3
WA,Valley,TESLA,2
WA,Valleyford,TESLA,9
WA,Vancouver,TESLA,1359
WA,Vantage,CHEVROLET,1
WA,Vashon,NISSAN,142
WA,Vaughn,TESLA,8
WA,Veradale,TESLA,16
WA,Wahkiacus,CHEVROLET,1
WA,Waitsburg,CHEVROLET,2
WA,Waldron,NISSAN,3
WA,Walla Walla,TESLA,62
WA,Walla Walla Co,BMW,1
WA,Wapato,TESLA,15
WA,Warden,TESLA,5
WA,Washougal,TESLA,116
WA,Washtucna,NISSAN,1
WA,Waterville,TESLA,2
WA,Wellpinit,JEEP,2
WA,Wenatchee,TESLA,120
WA,West Richland,TESLA,54
WA,Westport,TESLA,6
WA,White Salmon,TESLA,45
WA,White Swan,FORD,1
WA,Wilbur,JEEP,2
WA,Wilkeson,FORD,1
WA,Willapa,BMW,1
WA,Winlock,TESLA,16
WA,Winthrop,TESLA,33
WA,Wishram,TESLA,1
WA,Woodinville,TESLA,628
WA,Woodland,TESLA,60
WA,Woodway,TESLA,22
WA,Wrch,TESLA,2
WA,Yacolt,TESLA,21
WA,Yakima,TESLA,189
WA,Yarrow Point,TESLA,33
WA,Yelm,TESLA,74
WA,Zillah,TESLA,10
WA,Aberdeen,TESLA,18
WA,Acme,CADILLAC,1
WA,Addy,TESLA,2
WA,Airway Heights,TESLA,6
WA,Algona,NISSAN,5
WA,Allyn,TESLA,17
WA,Almira,KIA,1
WA,Amanda Park,KIA,1
WA,Amboy,VOLKSWAGEN,4
WA,Anacortes,TESLA,95
WA,Anderson Island,TESLA,6
WA,Ariel,CHEVROLET,2
WA,Arlington,TESLA,145
WA,Ashford,TESLA,5
WA,Asotin,TESLA,2
WA,Auburn,TESLA,646
WA,Bainbridge Island,NISSAN,192
WA,Baring,TESLA,2
WA,Battle Ground,TESLA,128
WA,Beaux Arts,TESLA,7
WA,Belfair,TESLA,29
WA,Bellevue,TESLA,501
WA,Bellingham,TESLA,498
WA,Benton City,TESLA,9
WA,Bingen,TESLA,3
WA,Black Diamond,TESLA,75
WA,Blaine,TESLA,72
WA,Bonney Lake,TESLA,237
WA,Bothell,TESLA,1395
WA,Bow,CHEVROLET,14
WA,Bremerton,TESLA,258
WA,Brewster,TESLA,4
WA,Bridgeport,FORD,1
WA,Bridgeport Bar,FORD,1
WA,Brier,NISSAN,38
WA,Brinnon,CHEVROLET,4
WA,Brush Prairie,TESLA,64
WA,Buckley,TESLA,60
WA,Bucoda,NISSAN,1
WA,Buena,TESLA,1
WA,Burbank,TESLA,7
WA,Burien,TESLA,184
WA,Burlington,TESLA,35
WA,Bz Corner,TESLA,2
WA,Camano Island,TESLA,83
WA,Camas,TESLA,317
WA,Carbonado,CHEVROLET,2
WA,Carlton,CHEVROLET,1
WA,Carnation,TESLA,90
WA,Carson,TESLA,4
WA,Cashmere,NISSAN,8
WA,Castle Rock,TESLA,15
WA,Cathlamet,TESLA,6
WA,Centerville,JEEP,1
WA,Centralia,NISSAN,28
WA,Chattaroy,TESLA,7
WA,Chehalis,TESLA,40
WA,Chelan,TESLA,21
WA,Chelan Falls,KIA,1
WA,Cheney,TESLA,25
WA,Chewelah,CHEVROLET,3
WA,Chimacum,KIA,3
WA,Chinook,TESLA,1
WA,Cinebar,CHEVROLET,1
WA,Clallam Bay,LEXUS,1
WA,Clarkston,TESLA,9
WA,Clayton,TESLA,2
WA,Cle Elum,TESLA,36
WA,Clearlake,FORD,1
WA,Clinton,NISSAN,28
WA,Clyde Hill,TESLA,86
WA,Colbert,TESLA,20
WA,Colfax,TOYOTA,4
WA,College Place,TESLA,13
WA,Colton,CHEVROLET,1
WA,Colville,CHEVROLET,7
WA,Conconully,TESLA,1
WA,Concrete,CHEVROLET,5
WA,Connell,TESLA,5
WA,Copalis Beach,TOYOTA,2
WA,Copalis Crossing,TESLA,1
WA,Cosmopolis,TESLA,4
WA,Cougar,RIVIAN,1
WA,Coulee City,TESLA,5
WA,Coulee Dam,CHEVROLET,1
WA,Coupeville,TESLA,39
WA,Covington,TESLA,162
WA,Cowiche,CADILLAC,1
WA,Creston,TOYOTA,1
WA,Curlew,TESLA,2
WA,Curtis,JEEP,2
WA,Cusick,CHEVROLET,1
WA,Custer,TESLA,5
WA,Dallesport,TOYOTA,2
WA,Danville,TESLA,1
WA,Darrington,CHEVROLET,2
WA,Davenport,TESLA,4
WA,Dayton,FORD,4
WA,Deer Meadows,CHEVROLET,1
WA,Deer Park,TESLA,11
WA,Deming,TESLA,3
WA,Des Moines,TESLA,116
WA,Dupont,TESLA,45
WA,Duvall,TESLA,117
WA,East Wenatchee,TESLA,56
WA,Easton,CHEVROLET,1
WA,Eastsound,CHEVROLET,29
WA,Eatonville,TESLA,23
WA,Edgewood,TESLA,69
WA,Edmonds,TESLA,429
WA,Edwall,FORD,1
WA,Elbe,RIVIAN,1
WA,Electric City,CHEVROLET,1
WA,Elk,CHEVROLET,3
WA,Ellensburg,TESLA,75
WA,Elma,TESLA,12
WA,Elmer City,FORD,1
WA,Eltopia,TESLA,2
WA,Endicott,FORD,1
WA,Entiat,TESLA,6
WA,Enumclaw,TESLA,74
WA,Ephrata,TESLA,20
WA,Ethel,TOYOTA,2
WA,Everett,TESLA,594
WA,Everson,TESLA,18
WA,Fairchild Air Force Base,MAZDA,2
WA,Fairfield,FORD,1
WA,Fall City,TESLA,46
WA,Federal Way,TESLA,541
WA,Ferndale,TESLA,90
WA,Fife,TESLA,38
WA,Fircrest,TESLA,40
WA,Ford,CHEVROLET,1
WA,Forks,TESLA,4
WA,Fox Island,TESLA,33
WA,Freeland,TESLA,31
WA,Friday Harbor,TESLA,55
WA,Garfield,SUBARU,1
WA,Gig Harbor,TESLA,527
WA,Glacier,TESLA,3
WA,Glenoma,FORD,1
WA,Gold Bar,TESLA,14
WA,Goldendale,CHEVROLET,6
WA,Graham,TESLA,78
WA,Grand Coulee,TESLA,2
WA,Grandview,TESLA,7
WA,Granger,CHEVROLET,1
WA,Granite Falls,TESLA,38
WA,Grapeview,TESLA,8
WA,Grayland,CHEVROLET,1
WA,Grays River,CHEVROLET,1
WA,Greenacres,TESLA,29
WA,Greenbank,TESLA,9
WA,Hamilton,NISSAN,1
WA,Hansville,FORD,7
WA,Harrington,KIA,1
WA,Hartline,TESLA,1
WA,Hoodsport,TESLA,7
WA,Hoquiam,TESLA,6
WA,Hunters,TOYOTA,1
WA,Hunts Point,TESLA,12
WA,Husum,TESLA,4
WA,Ilwaco,CHEVROLET,2
WA,Index,BMW,1
WA,Indianola,TESLA,9
WA,Ione,TESLA,1
WA,Issaquah,TESLA,639
WA,Joint Base Lewis Mcchord,TESLA,28
WA,Kalama,TESLA,24
WA,Kapowsin,NISSAN,2
WA,Kelso,TESLA,31
WA,Kenmore,TESLA,310
WA,Kennewick,TESLA,219
WA,Kent,TESLA,791
WA,Kettle Falls,TESLA,4
WA,Keyport,HONDA,2
WA,Kingston,NISSAN,34
WA,Kirkland,TESLA,1688
WA,Kittitas,JEEP,1
WA,Klickitat,TOYOTA,1
WA,La Center,TESLA,37
WA,La Conner,TESLA,14
WA,Lacey,TESLA,205
WA,Lake Forest Park,TESLA,141
WA,Lake Stevens,TESLA,547
WA,Lake Tapps,TESLA,89
WA,Lakebay,TESLA,18
WA,Lakewood,TESLA,167
WA,Langley,CHEVROLET,31
WA,Latah,TESLA,1
WA,Leavenworth,CHEVROLET,36
WA,Lebam,FORD,1
WA,Liberty Lake,TESLA,52
WA,Lilliwaup,TESLA,3
WA,Lincoln,FORD,1
WA,Lind,RIVIAN,1
WA,Long Beach,TOYOTA,6
WA,Longbranch,TESLA,4
WA,Longview,TESLA,66
WA,Loon Lake,TESLA,3
WA,Lopez Is,TOYOTA,1
WA,Lopez Island,TESLA,11
WA,Lummi Island,TESLA,5
WA,Lyle,CHEVROLET,2
WA,Lyman,CHEVROLET,1
WA,Lynden,TESLA,49
WA,Lynnwood,TESLA,783
WA,Mabton,FORD,2
WA,Malaga,TESLA,4
WA,Mansfield,DODGE,1
WA,Manson,TESLA,16
WA,Maple Falls,CHEVROLET,7
WA,Maple Valley,TESLA,304
WA,Marlin,JEEP,1
WA,Marysville,TESLA,331
WA,Mattawa,TESLA,5
WA,Mazama,CHEVROLET,2
WA,Mccleary,TESLA,10
WA,Mead,TESLA,11
WA,Medical Lake,TESLA,9
WA,Medina,TESLA,54
WA,Menlo,CHEVROLET,1
WA,Mercer Island,TESLA,432
WA,Mesa,CHEVROLET,1
WA,Methow,CHEVROLET,1
WA,Mica,FORD,1
WA,Mill Creek,TESLA,175
WA,Milton,TESLA,38
WA,Mineral,CHRYSLER,2
WA,Moclips,MITSUBISHI,1
WA,Monitor,TESLA,1
WA,Monroe,TESLA,163
WA,Montesano,TESLA,11
WA,Morton,TESLA,3
WA,Moses Lake,TESLA,78
WA,Mossyrock,TESLA,5
WA,Mount Vernon,TESLA,120
WA,Mountlake Terrace,TESLA,138
WA,Moxee,TESLA,6
WA,Mukilteo,TESLA,159
WA,Murdock,FORD,1
WA,Naches,TESLA,6
WA,Nahcotta,CHRYSLER,1
WA,Napavine,TESLA,2
WA,Naselle,TOYOTA,4
WA,Neah Bay,TESLA,2
WA,Newcastle,TESLA,229
WA,Newman Lake,TESLA,6
WA,Newport,TESLA,6
WA,Nine Mile Falls,TESLA,14
WA,Nooksack,TESLA,3
WA,Nordland,TESLA,8
WA,Normandy Park,TESLA,52
WA,North Bend,TESLA,127
WA,North Bonneville,TESLA,3
WA,North Cove,CHEVROLET,1
WA,Oak Harbor,TESLA,88
WA,Oakesdale,KIA,1
WA,Oakville,FORD,3
WA,Ocean Park,TESLA,4
WA,Ocean Shores,TESLA,19
WA,Odessa,TESLA,2
WA,Okanogan,CHEVROLET,1
WA,Olalla,TESLA,23
WA,Olga,CHEVROLET,4
WA,Olympia,NISSAN,404
WA,Omak,JEEP,3
WA,Onalaska,TESLA,6
WA,Orcas,FORD,1
WA,Orcas Is,CHEVROLET,1
WA,Orondo,TESLA,13
WA,Oroville,FORD,2
WA,Orting,TESLA,35
WA,Othello,TESLA,8
WA,Otis Orchards,CHEVROLET,5
WA,Outlook,BMW,1
WA,Oysterville,TOYOTA,2
WA,Pacific,TESLA,20
WA,Pacific Beach,TESLA,3
WA,Packwood,JEEP,3
WA,Palisades,RIVIAN,1
WA,Palouse,TESLA,2
WA,Parker,JEEP,1
WA,Parkland,TESLA,20
WA,Pasc,TOYOTA,1
WA,Pasco,TESLA,168
WA,Pateros,NISSAN,2
WA,Pe Ell,HONDA,1
WA,Peshastin,FORD,3
WA,Point Roberts,TESLA,11
WA,Pomeroy,TOYOTA,1
WA,Port Angeles,TESLA,55
WA,Port Gamble,CHRYSLER,1
WA,Port Hadlock,TESLA,6
WA,Port Ludlow,TESLA,21
WA,Port Orchard,TESLA,196
WA,Port Townsend,CHEVROLET,83
WA,Poulsbo,TESLA,116
WA,Pouslbo,TESLA,2
WA,Prescott,TESLA,1
WA,Preston,TESLA,7
WA,Prosser,TESLA,14
WA,Pullman,TESLA,46
WA,Puyallup,TESLA,420
WA,Quilcene,TESLA,6
WA,Quinault,CHEVROLET,1
WA,Quincy,TESLA,29
WA,Rainier,JEEP,8
WA,Randle,CHEVROLET,1
WA,Ravensdale,TESLA,22
WA,Raymond,TESLA,5
WA,Reardan,TESLA,2
WA,Redmond,TESLA,2573
WA,Renton,TESLA,1754
WA,Republic,TESLA,2
WA,Rice,CHEVROLET,1
WA,Richland,TESLA,243
WA,Ridgefield,TESLA,167
WA,Ritzville,JEEP,3
WA,Rochester,TESLA,16
WA,Rock Island,NISSAN,3
WA,Rockford,BMW,1
WA,Rockport,JEEP,1
WA,Ronald,TESLA,11
WA,Rosalia,BMW,2
WA,Rosburg,HONDA,1
WA,Roslyn,TESLA,4
WA,Roy,TESLA,27
WA,Royal City,FORD,4
WA,Ruston,TESLA,3
WA,Ryderwood,HONDA,1
WA,Salkum,FORD,2
WA,Sammamish,TESLA,342
WA,San Juan Is,TESLA,1
WA,Seabeck,TESLA,19
WA,Seatac,TESLA,334
WA,Seattle,TESLA,918
WA,Seaview,CHEVROLET,1
WA,Sedro Woolley,TESLA,8
WA,Sedro-Woolley,TESLA,34
WA,Sekiu,CHEVROLET,1
WA,Selah,TESLA,23
WA,Sequim,TESLA,87
WA,Seven Bays,KIA,1
WA,Shaw Island,AUDI,1
WA,Shelton,TESLA,74
WA,Shoreline,TESLA,476
WA,Silver Creek,HONDA,2
WA,Silverdale,TESLA,85
WA,Silverlake,TESLA,6
WA,Skamokawa,CHEVROLET,2
WA,Skykomish,AUDI,1
WA,Snohomish,TESLA,657
WA,Snoqualmie,TESLA,185
WA,Snoqualmie Pass,TESLA,4
WA,Snowden,NISSAN,2
WA,Soap Lake,CHEVROLET,4
WA,South Bend,TESLA,2
WA,South Cle Elum,CHEVROLET,1
WA,South Hill,TESLA,141
WA,South Prairie,CHRYSLER,1
WA,Spanaway,TESLA,111
WA,Spangle,TESLA,3
WA,Spokane,TESLA,438
WA,Spokane Valley,TESLA,127
WA,Sprague,DODGE,1
WA,Springdale,CHEVROLET,1
WA,St John,TESLA,1
WA,Stanwood,TESLA,102
WA,Steilacoom,TESLA,23
WA,Stevenson,TESLA,8
WA,Sultan,TESLA,50
WA,Sumas,HYUNDAI,2
WA,Sumner,TESLA,29
WA,Sunnyside,TESLA,21
WA,Suquamish,TESLA,11
WA,Surfside,TOYOTA,4
WA,Tacoma,TESLA,858
WA,Taholah,FORD,1
WA,Tahuya,TESLA,6
WA,Tekoa,FORD,1
WA,Tenino,TESLA,13
WA,Thorp,BMW,1
WA,Tieton,TESLA,3
WA,Tokeland,KIA,1
WA,Toledo,NISSAN,5
WA,Tonasket,CHEVROLET,3
WA,Toppenish,TESLA,4
WA,Touchet,TESLA,2
WA,Toutle,TESLA,2
WA,Trout Lake,CHEVROLET,5
WA,Tukwila,TESLA,127
WA,Tulalip,FISKER,1
WA,Tumwater,TESLA,86
WA,Twisp,CHEVROLET,6
WA,Underwood,TOYOTA,5
WA,Union,JEEP,4
WA,Union Gap,TESLA,4
WA,Uniontown,SUBARU,2
WA,University Place,TESLA,139
WA,Vader,CHRYSLER,2
WA,Valley,TESLA,2
WA,Valleyford,TESLA,3
WA,Vancouver,TESLA,1623
WA,Vantage,TESLA,1
WA,Vashon,TESLA,70
WA,Vaughn,TESLA,5
WA,Veradale,TESLA,9
WA,Wahkiacus,JEEP,1
WA,Waitsburg,CHEVROLET,2
WA,Waldron,CHEVROLET,1
WA,Walla Walla,TESLA,54
WA,Walla Walla Co,MITSUBISHI,1
WA,Wapato,TESLA,4
WA,Warden,FORD,2
WA,Washougal,TESLA,135
WA,Washtucna,RIVIAN,1
WA,Waterville,BMW,1
WA,Wenatchee,TESLA,73
WA,West Richland,TESLA,54
WA,Westport,TOYOTA,3
WA,White Salmon,TESLA,18
WA,Wilbur,FORD,1
WA,Wilkeson,MINI,1
WA,Willapa,JEEP,1
WA,Winlock,TESLA,10
WA,Winthrop,TOYOTA,11
WA,Woodinville,TESLA,455
WA,Woodland,TESLA,38
WA,Woodway,TESLA,14
WA,Wrch,TESLA,1
WA,Yacolt,TESLA,10
WA,Yakima,TESLA,186
WA,Yarrow Point,TESLA,20
WA,Yelm,TESLA,72
WA,Zillah,TESLA,7
WA,Aberdeen,CHEVROLET,16
WA,Acme,FORD,1
WA,Addy,TESLA,1
WA,Airway Heights,CHEVROLET,3
